"","seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENTREZID","SYMBOL","GENENAME"
"76","chr2L",8011218,8011756,539,"*","ENCFF515LPH_peak_350",63,".",2.59276,8.3775,6.32751,256,"chr2L",8011390,8011680,"ENCFF708WHR_peak_159",33,".",2.28664,5.0916,3.30173,196,290,"Promoter (<=1kb)",1,8011405,8026898,15494,1,"FBgn0031975","FBtr0079533",0,"34093","Tg","Transglutaminase"
"77","chr2L",8012322,8012891,570,"*","ENCFF515LPH_peak_351",51,".",2.55188,7.13931,5.18317,362,"chr2L",8012098,8012594,"ENCFF708WHR_peak_160",29,".",2.23472,4.66027,2.91914,263,273,"Promoter (<=1kb)",1,8012772,8026849,14078,1,"FBgn0031975","FBtr0079534",0,"34093","Tg","Transglutaminase"
"78","chr2L",8017865,8018163,299,"*","ENCFF515LPH_peak_352",92,".",5.7241,11.4768,9.23957,264,"chr2L",8017862,8018162,"ENCFF708WHR_peak_161",117,".",6.29426,14.1827,11.7695,247,298,"Intron (FBtr0079533/FBgn0031975, intron 1 of 2)",1,8012772,8026849,14078,1,"FBgn0031975","FBtr0079534",5093,"34093","Tg","Transglutaminase"
"79","chr2L",8024710,8026107,1398,"*","ENCFF515LPH_peak_353",49,".",2.26517,6.87275,4.94475,413,"chr2L",8024754,8025473,"ENCFF708WHR_peak_162",33,".",2.36696,5.14799,3.352,213,719,"Exon (FBtr0079533/FBgn0031975, exon 2 of 3)",1,8026914,8028379,1466,2,"FBgn0031976","FBtr0301129",2272,"34094","CG7367","uncharacterized protein"
"80","chr2L",8083011,8083407,397,"*","ENCFF515LPH_peak_358",88,".",2.39715,11.1063,8.88763,147,"chr2L",8082950,8083698,"ENCFF708WHR_peak_165",103,".",2.91206,12.7265,10.3857,214,397,"Promoter (<=1kb)",1,8083420,8109458,26039,1,"FBgn0261822","FBtr0079566",-13,"318841","Bsg","Basigin"
"81","chr2L",8260825,8262047,1223,"*","ENCFF515LPH_peak_368",40,".",2.02261,5.85228,4.02876,571,"chr2L",8261655,8262134,"ENCFF708WHR_peak_168",30,".",2.04587,4.79217,3.03567,247,392,"Exon (FBtr0112836/FBgn0003502, exon 9 of 13)",1,8258616,8258692,77,2,"FBgn0262374","FBtr0304201",-2133,"12798306","mir-2b-1","mir-2b-1 stem loop"
"82","chr2L",8289587,8289891,305,"*","ENCFF515LPH_peak_370",31,".",1.99354,4.8917,3.19356,168,"chr2L",8289483,8289812,"ENCFF708WHR_peak_169",37,".",2.16368,5.56129,3.71729,180,226,"Promoter (<=1kb)",1,8290727,8290799,73,1,"FBgn0011902","FBtr0079596",-836,"3772008","tRNA:Lys-TTT-1-1","transfer RNA:Lysine-TTT 1-1"
"83","chr2L",8364418,8365141,724,"*","ENCFF515LPH_peak_376",65,".",2.14107,8.62324,6.5574,248,"chr2L",8364543,8366229,"ENCFF708WHR_peak_170",97,".",2.70293,12.0091,9.70806,1429,598,"Promoter (<=1kb)",1,8363477,8364662,1186,2,"FBgn0010265","FBtr0346454",0,"34149","RpS13","Ribosomal protein S13"
"84","chr2L",8403230,8403907,678,"*","ENCFF515LPH_peak_379",50,".",1.98231,6.96282,5.02698,162,"chr2L",8403188,8403643,"ENCFF708WHR_peak_171",45,".",2.20058,6.50826,4.57362,210,414,"Promoter (<=1kb)",1,8401476,8403280,1805,2,"FBgn0001084","FBtr0079712",0,"34166","fy","fuzzy"
"85","chr2L",8511773,8512085,313,"*","ENCFF515LPH_peak_387",27,".",1.73267,4.3515,2.7401,247,"chr2L",8511811,8512147,"ENCFF708WHR_peak_174",43,".",2.19021,6.23331,4.32772,139,274,"Promoter (<=1kb)",1,8509069,8511866,2798,2,"FBgn0032050","FBtr0343426",0,"34183","CG13096","uncharacterized protein"
"86","chr2L",8596408,8596930,523,"*","ENCFF515LPH_peak_391",71,".",2.67618,9.28432,7.17407,267,"chr2L",8596406,8596702,"ENCFF708WHR_peak_178",48,".",2.33328,6.76056,4.8048,268,295,"Promoter (1-2kb)",1,8590370,8594489,4120,2,"FBgn0264437","FBtr0332518",-1919,"14462727","lncRNA:CR43855","long non-coding RNA:CR43855"
"87","chr2L",8954474,8955014,541,"*","ENCFF515LPH_peak_401",42,".",2.31721,6.06763,4.22159,357,"chr2L",8954443,8955046,"ENCFF708WHR_peak_183",47,".",2.51046,6.66761,4.71954,169,541,"Promoter (<=1kb)",1,8953481,8955807,2327,2,"FBgn0032079","FBtr0303885",793,"326170","CG31886","uncharacterized protein"
"88","chr2L",9395544,9396337,794,"*","ENCFF515LPH_peak_414",61,".",2.55435,8.17774,6.14166,561,"chr2L",9395462,9396335,"ENCFF708WHR_peak_190",69,".",2.72002,9.03136,6.90867,712,792,"Promoter (1-2kb)",1,9396999,9397988,990,2,"FBgn0032115","FBtr0303900",1651,"34257","CG4438","uncharacterized protein"
"89","chr2L",9699319,9699807,489,"*","ENCFF515LPH_peak_424",50,".",1.99203,6.95411,5.01911,214,"chr2L",9699307,9699998,"ENCFF708WHR_peak_192",114,".",2.96434,13.8075,11.4142,281,489,"Promoter (<=1kb)",1,9699791,9700459,669,1,"FBgn0286786","FBtr0335494",0,"44173","hoip","hoi-polloi"
"90","chr2L",9912374,9912999,626,"*","ENCFF515LPH_peak_436",59,".",2.09644,7.96188,5.94519,170,"chr2L",9912439,9912791,"ENCFF708WHR_peak_196",60,".",2.44706,8.15541,6.09439,229,352,"Promoter (<=1kb)",1,9912911,9915044,2134,1,"FBgn0024285","FBtr0079875",0,"34312","Srp54","Splicing regulatory protein 54"
"91","chr2L",9938343,9939066,724,"*","ENCFF515LPH_peak_437",67,".",2.136,8.78361,6.70819,281,"chr2L",9938361,9938916,"ENCFF708WHR_peak_197",48,".",2.17252,6.77332,4.81675,227,555,"Promoter (<=1kb)",1,9938863,9940845,1983,1,"FBgn0032166","FBtr0300550",0,"34321","CG4619","uncharacterized protein"
"92","chr2L",10221009,10221754,746,"*","ENCFF515LPH_peak_449",59,".",2.1999,7.91834,5.90465,287,"chr2L",10220862,10221529,"ENCFF708WHR_peak_198",150,".",3.19095,17.597,15.0223,420,521,"Promoter (<=1kb)",1,10213892,10221216,7325,2,"FBgn0024320","FBtr0343609",0,"34358","Npc1a","Niemann-Pick type C-1a"
"93","chr2L",10423046,10423362,317,"*","ENCFF515LPH_peak_457",31,".",1.79134,4.87296,3.17724,182,"chr2L",10422619,10423490,"ENCFF708WHR_peak_205",61,".",2.36893,8.2146,6.14976,225,317,"Promoter (<=1kb)",1,10423291,10425482,2192,1,"FBgn0032246","FBtr0304117",0,"34425","Wdfy2","WD repeat and FYVE domain containing 2"
"94","chr2L",10516796,10517313,518,"*","ENCFF515LPH_peak_462",126,".",2.72281,15.077,12.6717,298,"chr2L",10516749,10517173,"ENCFF708WHR_peak_206",113,".",2.98211,13.7385,11.3493,274,378,"Promoter (<=1kb)",1,10510672,10517218,6547,2,"FBgn0267828","FBtr0347405",0,"26067068","Fatp1","Fatty acid transport protein 1"
"95","chr2L",10883734,10884817,1084,"*","ENCFF515LPH_peak_474",43,".",2.04514,6.26755,4.39569,600,"chr2L",10883811,10884157,"ENCFF708WHR_peak_211",43,".",2.13163,6.21832,4.31359,67,346,"Promoter (1-2kb)",1,10886454,10887199,746,1,"FBgn0265683","FBtr0340548",-1637,"19834738","lncRNA:CR44490","long non-coding RNA:CR44490"
"96","chr2L",10946428,10946952,525,"*","ENCFF515LPH_peak_477",48,".",2.37819,6.73477,4.81937,214,"chr2L",10946531,10946936,"ENCFF708WHR_peak_212",57,".",2.65,7.73403,5.70167,128,405,"Intron (FBtr0340553/FBgn0261871, intron 2 of 7)",1,10943272,10943622,351,2,"FBgn0265686","FBtr0340555",-2806,"19835640","lncRNA:CR44493","long non-coding RNA:CR44493"
"97","chr2L",10956322,10957057,736,"*","ENCFF515LPH_peak_478",56,".",2.39576,7.60168,5.61027,192,"chr2L",10956364,10956690,"ENCFF708WHR_peak_213",37,".",2.15687,5.63257,3.78173,204,326,"Intron (FBtr0340553/FBgn0261871, intron 2 of 7)",1,10917015,10964153,47139,2,"FBgn0261871","FBtr0340553",7096,"3346227","dpr2","defective proboscis extension response 2"
"98","chr2L",10957143,10957713,571,"*","ENCFF515LPH_peak_479",23,".",1.8022,3.82783,2.30825,429,"chr2L",10957269,10957559,"ENCFF708WHR_peak_214",38,".",2.09273,5.69956,3.842,53,290,"Intron (FBtr0340553/FBgn0261871, intron 2 of 7)",1,10917015,10964153,47139,2,"FBgn0261871","FBtr0340553",6440,"3346227","dpr2","defective proboscis extension response 2"
"99","chr2L",11035414,11036188,775,"*","ENCFF515LPH_peak_487",41,".",1.85946,5.98908,4.15149,635,"chr2L",11035408,11035705,"ENCFF708WHR_peak_217",19,".",1.69199,3.54003,1.97739,44,292,"Promoter (<=1kb)",1,11034795,11035308,514,1,"FBgn0040967","FBtr0080160",619,"50441","CG18666","uncharacterized protein"
"100","chr2L",11106532,11107023,492,"*","ENCFF515LPH_peak_490",108,".",2.16177,13.1422,10.8254,219,"chr2L",11106604,11107087,"ENCFF708WHR_peak_218",89,".",2.34396,11.1524,8.90034,289,419,"Promoter (<=1kb)",1,11100963,11106645,5683,2,"FBgn0032341","FBtr0080230",0,"34542","Reps","RALBP1 associated Eps domain containing"
"101","chr2L",11159164,11160010,847,"*","ENCFF515LPH_peak_493",73,".",2.08099,9.45523,7.33463,408,"chr2L",11159548,11159916,"ENCFF708WHR_peak_219",34,".",1.86847,5.26282,3.4551,95,368,"3' UTR",1,11151506,11155721,4216,2,"FBgn0032350","FBtr0080222",-3443,"34554","CG6287","uncharacterized protein"
"102","chr2L",11543251,11543583,333,"*","ENCFF515LPH_peak_514",51,".",1.72789,7.05129,5.10797,148,"chr2L",11543250,11543551,"ENCFF708WHR_peak_229",52,".",1.7492,7.24379,5.25142,157,301,"Distal Intergenic",1,11548640,11550035,1396,2,"FBgn0265687","FBtr0340564",6452,"19835008","lncRNA:CR44494","long non-coding RNA:CR44494"
"103","chr2L",11612709,11613503,795,"*","ENCFF515LPH_peak_518",43,".",1.91002,6.23613,4.36752,660,"chr2L",11612925,11613229,"ENCFF708WHR_peak_232",28,".",1.84424,4.53732,2.81086,235,304,"Promoter (<=1kb)",1,11610510,11611772,1263,2,"FBgn0032368","FBtr0340563",-937,"34581","spag4","sperm-associated antigen 4"
"104","chr2L",11712699,11713411,713,"*","ENCFF515LPH_peak_522",60,".",2.40304,8.03386,6.01275,226,"chr2L",11712629,11713066,"ENCFF708WHR_peak_233",35,".",2.05801,5.32059,3.50694,204,368,"Distal Intergenic",1,11721286,11722098,813,1,"FBgn0264992","FBtr0335469",-7875,"14462745","lncRNA:CR44143","long non-coding RNA:CR44143"
"105","chr2L",12071464,12071888,425,"*","ENCFF515LPH_peak_532",40,".",1.97458,5.89304,4.06518,258,"chr2L",12071463,12071896,"ENCFF708WHR_peak_241",62,".",2.22821,8.34096,6.26193,212,425,"Distal Intergenic",1,12076100,12077739,1640,1,"FBgn0032406","FBtr0080297",-4212,"34628","CG14947","uncharacterized protein"
"106","chr2L",12172691,12173195,505,"*","ENCFF515LPH_peak_539",68,".",2.15613,8.95464,6.86837,263,"chr2L",12172658,12173167,"ENCFF708WHR_peak_242",54,".",2.11512,7.41683,5.40679,293,477,"Promoter (<=1kb)",1,12172981,12174091,1111,1,"FBgn0032421","FBtr0080342",0,"34646","crok","crooked"
"107","chr2L",12212896,12214146,1251,"*","ENCFF515LPH_peak_541",51,".",2.18173,7.15007,5.19304,514,"chr2L",12213176,12213674,"ENCFF708WHR_peak_243",64,".",2.44798,8.5664,6.47217,226,498,"Intron (FBtr0331998/FBgn0000114, intron 1 of 8)",1,12207919,12210110,2192,1,"FBgn0051759","FBtr0290239",4977,"326158","CG31759","uncharacterized protein"
"108","chr2L",12219706,12220254,549,"*","ENCFF515LPH_peak_542",28,".",2.03702,4.47361,2.84244,329,"chr2L",12219999,12220394,"ENCFF708WHR_peak_244",22,".",2.01072,3.90892,2.27679,173,255,"Promoter (1-2kb)",1,12222197,12312311,90115,1,"FBgn0000114","FBtr0331645",-1943,"34648","bru1","bruno 1"
"109","chr2L",12434453,12435090,638,"*","ENCFF515LPH_peak_558",63,".",1.80497,8.35034,6.30188,244,"chr2L",12434382,12434701,"ENCFF708WHR_peak_247",33,".",1.79023,5.18584,3.38606,203,249,"Promoter (<=1kb)",1,12434892,12440602,5711,1,"FBgn0020443","FBtr0344859",0,"34658","eRF3","eukaryotic translation release factor 3"
"110","chr2L",12435224,12436352,1129,"*","ENCFF515LPH_peak_559",92,".",1.99608,11.4353,9.2004,255,"chr2L",12435806,12436217,"ENCFF708WHR_peak_248",60,".",2.08456,8.15402,6.09307,163,411,"Promoter (<=1kb)",1,12434892,12440602,5711,1,"FBgn0020443","FBtr0344859",332,"34658","eRF3","eukaryotic translation release factor 3"
"111","chr2L",12473272,12473614,343,"*","ENCFF515LPH_peak_564",28,".",1.85331,4.51903,2.88089,154,"chr2L",12473082,12473566,"ENCFF708WHR_peak_249",49,".",2.19147,6.88897,4.92402,215,295,"Intron (FBtr0299652/FBgn0259176, intron 2 of 2)",1,12456577,12483589,27013,2,"FBgn0259176","FBtr0299656",9975,"34665","bun","bunched"
"112","chr2L",12516364,12517334,971,"*","ENCFF515LPH_peak_567",67,".",2.35069,8.85013,6.77069,545,"chr2L",12516566,12517237,"ENCFF708WHR_peak_250",48,".",2.24131,6.85192,4.88963,282,671,"Exon (FBtr0299658/FBgn0259176, exon 6 of 8)",1,12508108,12508254,147,1,"FBgn0263458","FBtr0309757",8256,"12798169","snoRNA:CG43051-a","ncRNA"
"113","chr2L",12546597,12546903,307,"*","ENCFF515LPH_peak_571",50,".",2.05318,6.96875,5.0323,137,"chr2L",12546548,12546951,"ENCFF708WHR_peak_251",71,".",2.39607,9.2891,7.14959,188,307,"Promoter (<=1kb)",1,12455540,12546611,91072,2,"FBgn0259176","FBtr0300523",0,"34665","bun","bunched"
"114","chr2L",12722184,12722497,314,"*","ENCFF515LPH_peak_580",27,".",1.62931,4.32482,2.71778,40,"chr2L",12722156,12722450,"ENCFF708WHR_peak_253",37,".",1.92242,5.62611,3.77596,57,267,"Promoter (<=1kb)",1,12722273,12744807,22535,1,"FBgn0032456","FBtr0090013",0,"34686","MRP","Multidrug-Resistance like Protein 1"
"115","chr2L",12729564,12731114,1551,"*","ENCFF515LPH_peak_581",70,".",2.51913,9.13551,7.03393,1302,"chr2L",12729684,12731061,"ENCFF708WHR_peak_254",82,".",2.63657,10.4606,8.24908,219,1377,"Exon (FBtr0090015/FBgn0032456, exon 9 of 13)",1,12724957,12725025,69,1,"FBgn0283550","FBtr0445456",4607,"30522415","mir-9382","mir-9382 stem loop"
"116","chr2L",12735994,12739195,3202,"*","ENCFF515LPH_peak_582",186,".",3.94918,21.3156,18.6522,2596,"chr2L",12736136,12737135,"ENCFF708WHR_peak_255",75,".",3.05507,9.71215,7.54396,524,999,"Exon (FBtr0090015/FBgn0032456, exon 10 of 13)",1,12724957,12725025,69,1,"FBgn0283550","FBtr0445456",11037,"30522415","mir-9382","mir-9382 stem loop"
"117","chr2L",12735994,12739195,3202,"*","ENCFF515LPH_peak_582",186,".",3.94918,21.3156,18.6522,2596,"chr2L",12737304,12739200,"ENCFF708WHR_peak_256",86,".",3.19228,10.9313,8.69127,226,1891,"Exon (FBtr0090015/FBgn0032456, exon 10 of 13)",1,12724957,12725025,69,1,"FBgn0283550","FBtr0445456",11037,"30522415","mir-9382","mir-9382 stem loop"
"118","chr2L",12744133,12744461,329,"*","ENCFF515LPH_peak_583",49,".",2.13912,6.87576,4.94763,91,"chr2L",12744074,12744702,"ENCFF708WHR_peak_257",53,".",2.35059,7.35083,5.34558,411,329,"3' UTR",1,12760346,12761840,1495,2,"FBgn0032457","FBtr0080402",17379,"34687","CG15483","uncharacterized protein"
"119","chr2L",12781020,12781787,768,"*","ENCFF515LPH_peak_586",44,".",2.11166,6.30126,4.42576,488,"chr2L",12780843,12781399,"ENCFF708WHR_peak_259",29,".",1.96381,4.73688,2.98645,454,380,"Distal Intergenic",1,12774054,12775252,1199,2,"FBgn0284416","FBtr0452183",-5768,"36786381","lncRNA:TS9","long noncoding RNA: testis-specific 9"
"120","chr2L",12789316,12790990,1675,"*","ENCFF515LPH_peak_587",170,".",4.15639,19.6611,17.0644,369,"chr2L",12789295,12789992,"ENCFF708WHR_peak_260",75,".",3.05507,9.71215,7.54396,169,677,"Distal Intergenic",1,12774054,12775252,1199,2,"FBgn0284416","FBtr0452183",-14064,"36786381","lncRNA:TS9","long noncoding RNA: testis-specific 9"
"121","chr2L",12789316,12790990,1675,"*","ENCFF515LPH_peak_587",170,".",4.15639,19.6611,17.0644,369,"chr2L",12790188,12791454,"ENCFF708WHR_peak_261",85,".",3.20073,10.7597,8.52914,401,802,"Distal Intergenic",1,12774054,12775252,1199,2,"FBgn0284416","FBtr0452183",-14064,"36786381","lncRNA:TS9","long noncoding RNA: testis-specific 9"
"122","chr2L",12796423,12796732,310,"*","ENCFF515LPH_peak_589",31,".",1.89109,4.88769,3.18996,176,"chr2L",12796352,12796726,"ENCFF708WHR_peak_262",28,".",1.92696,4.62456,2.88786,173,304,"Distal Intergenic",1,12807643,12808340,698,2,"FBgn0264366","FBtr0332211",11608,"14462754","lncRNA:CR43818","long non-coding RNA:CR43818"
"123","chr2L",12859473,12859814,342,"*","ENCFF515LPH_peak_594",38,".",1.9301,5.67787,3.87336,210,"chr2L",12859112,12859804,"ENCFF708WHR_peak_263",41,".",2.08991,6.07287,4.18082,130,332,"Distal Intergenic",1,12841517,12841895,379,1,"FBgn0266306","FBtr0344035",17956,"19836180","lncRNA:CR44971","long non-coding RNA:CR44971"
"124","chr2L",13165050,13165373,324,"*","ENCFF515LPH_peak_604",40,".",1.73208,5.84578,4.0232,244,"chr2L",13165092,13165485,"ENCFF708WHR_peak_267",55,".",2.10407,7.53315,5.51483,203,281,"Promoter (<=1kb)",1,13163312,13165018,1707,2,"FBgn0032474","FBtr0080494",-32,"34707","DnaJ-H","DnaJ homolog"
"125","chr2L",13176653,13177315,663,"*","ENCFF515LPH_peak_605",97,".",2.03596,12.0613,9.79748,430,"chr2L",13176687,13177254,"ENCFF708WHR_peak_268",133,".",2.60669,15.8512,13.3586,255,567,"Promoter (<=1kb)",1,13169649,13176785,7137,2,"FBgn0032475","FBtr0080491",0,"34709","Sfmbt","Scm-related gene containing four mbt domains"
"126","chr2L",13191813,13192365,553,"*","ENCFF515LPH_peak_606",34,".",1.6416,5.18903,3.45037,245,"chr2L",13191880,13192298,"ENCFF708WHR_peak_269",90,".",2.30544,11.287,9.02752,146,418,"Promoter (<=1kb)",1,13183849,13191979,8131,2,"FBgn0032479","FBtr0305555",0,"34713","CG16974","uncharacterized protein"
"127","chr2L",13203417,13203856,440,"*","ENCFF515LPH_peak_607",32,".",1.65876,4.95954,3.25155,274,"chr2L",13203342,13203966,"ENCFF708WHR_peak_270",115,".",2.5843,13.992,11.5868,315,440,"Promoter (<=1kb)",1,13203762,13210828,7067,1,"FBgn0032482","FBtr0080439",0,"34716","Pect","Phosphoethanolamine cytidylyltransferase"
"128","chr2L",13239911,13240752,842,"*","ENCFF515LPH_peak_611",35,".",1.89142,5.26681,3.51836,95,"chr2L",13239986,13240633,"ENCFF708WHR_peak_271",30,".",1.86902,4.82892,3.0677,272,647,"Promoter (<=1kb)",1,13239989,13241773,1785,1,"FBgn0032494","FBtr0334754",0,"34729","CG5945","uncharacterized protein"
"129","chr2L",13298393,13299067,675,"*","ENCFF515LPH_peak_617",58,".",2.03926,7.8674,5.85738,311,"chr2L",13298472,13298835,"ENCFF708WHR_peak_272",44,".",2.02739,6.42224,4.49475,209,363,"Exon (FBtr0080461/FBgn0051729, exon 2 of 6)",1,13296348,13301668,5321,1,"FBgn0051729","FBtr0080462",2045,"34736","CG31729","uncharacterized protein"
"130","chr2L",13378394,13379095,702,"*","ENCFF515LPH_peak_623",73,".",1.89799,9.51875,7.39442,165,"chr2L",13378352,13379025,"ENCFF708WHR_peak_273",125,".",2.56895,15.0255,12.5717,416,632,"Promoter (<=1kb)",1,13378902,13382382,3481,1,"FBgn0025724","FBtr0080469",0,"45757","beta'COP","Coat Protein (coatomer) beta'"
"131","chr2L",13403526,13403851,326,"*","ENCFF515LPH_peak_626",45,".",1.97975,6.43558,4.54733,96,"chr2L",13403332,13403690,"ENCFF708WHR_peak_274",38,".",2.01995,5.65698,3.80373,86,165,"Exon (FBtr0345438/FBgn0032521, exon 4 of 7)",1,13398858,13399831,974,2,"FBgn0265811","FBtr0342634",-3695,"19835716","asRNA:CR44600","antisense RNA:CR44600"
"132","chr2L",13412940,13413288,349,"*","ENCFF515LPH_peak_629",25,".",1.74175,4.17536,2.59352,182,"chr2L",13413118,13413408,"ENCFF708WHR_peak_276",25,".",1.82431,4.2837,2.59746,213,170,"Promoter (<=1kb)",1,13412519,13413716,1198,1,"FBgn0032522","FBtr0080501",421,"34759","CG16848","uncharacterized protein"
"133","chr2L",13448144,13449403,1260,"*","ENCFF515LPH_peak_632",108,".",2.65395,13.2223,10.8986,728,"chr2L",13448279,13449166,"ENCFF708WHR_peak_278",67,".",2.39556,8.89739,6.78248,151,887,"Promoter (<=1kb)",1,13447538,13449497,1960,2,"FBgn0032525","FBtr0080517",94,"34763","Hsp60D","Heat shock protein 60D"
"134","chr2L",13457017,13458362,1346,"*","ENCFF515LPH_peak_633",99,".",2.64211,12.1991,9.92542,348,"chr2L",13457892,13458336,"ENCFF708WHR_peak_280",35,".",2.06087,5.33573,3.52054,208,444,"Promoter (<=1kb)",1,13457497,13458073,577,1,"FBgn0261991","FBtr0303820",0,"10178894","CG42809","uncharacterized protein"
"135","chr2L",13485729,13486685,957,"*","ENCFF515LPH_peak_635",42,".",1.85669,6.10914,4.25884,770,"chr2L",13485563,13486303,"ENCFF708WHR_peak_282",39,".",1.9296,5.83314,3.96272,178,575,"Intron (FBtr0308949/FBgn0263354, intron 4 of 8)",1,13496085,13500427,4343,1,"FBgn0263354","FBtr0303440",-9400,"326165","CG42784","uncharacterized protein"
"136","chr2L",13521164,13521784,621,"*","ENCFF515LPH_peak_639",79,".",2.50941,10.0662,7.9063,347,"chr2L",13521444,13522107,"ENCFF708WHR_peak_283",32,".",2.04803,4.98875,3.21017,142,340,"Intron (FBtr0332509/FBgn0023407, intron 3 of 6)",1,13527841,13528537,697,1,"FBgn0053640","FBtr0332506",-6057,"3772680","CG33640","uncharacterized protein"
"137","chr2L",13527624,13528456,833,"*","ENCFF515LPH_peak_640",46,".",2.31545,6.54686,4.64811,267,"chr2L",13527728,13528348,"ENCFF708WHR_peak_284",43,".",2.28961,6.29686,4.38607,403,620,"Promoter (<=1kb)",1,13527841,13528537,697,1,"FBgn0053640","FBtr0332506",0,"3772680","CG33640","uncharacterized protein"
"138","chr2L",13549216,13549517,302,"*","ENCFF515LPH_peak_643",40,".",1.86086,5.85716,4.03306,47,"chr2L",13549318,13549700,"ENCFF708WHR_peak_285",61,".",2.27925,8.24233,6.17595,185,199,"Promoter (<=1kb)",1,13500624,13549328,48705,2,"FBgn0023407","FBtr0332509",0,"34767","B4","B4"
"139","chr2L",13558921,13559275,355,"*","ENCFF515LPH_peak_645",35,".",1.94054,5.26405,3.51593,249,"chr2L",13559033,13559347,"ENCFF708WHR_peak_286",34,".",1.98011,5.24899,3.44266,193,242,"Intron (FBtr0342903/FBgn0259984, intron 3 of 10)",1,13550139,13639411,89273,1,"FBgn0259984","FBtr0100660",8782,"34772","kuz","kuzbanian"
"140","chr2L",13595845,13596561,717,"*","ENCFF515LPH_peak_648",42,".",1.96098,6.13388,4.28128,259,"chr2L",13595795,13596245,"ENCFF708WHR_peak_289",37,".",1.96078,5.5531,3.70983,193,401,"Promoter (<=1kb)",1,13595503,13597186,1684,2,"FBgn0028513","FBtr0080512",625,"34773","CG9254","uncharacterized protein"
"141","chr2L",13666119,13666557,439,"*","ENCFF515LPH_peak_653",44,".",1.94402,6.33711,4.45828,166,"chr2L",13666175,13666733,"ENCFF708WHR_peak_291",52,".",2.22889,7.22864,5.23767,442,382,"Promoter (<=1kb)",1,13665525,13672967,7443,1,"FBgn0028527","FBtr0331332",594,"34775","CG18507","uncharacterized protein"
"142","chr2L",13689646,13689973,328,"*","ENCFF515LPH_peak_655",29,".",1.71242,4.5517,2.90296,280,"chr2L",13689858,13690187,"ENCFF708WHR_peak_293",23,".",1.71205,4.04599,2.39361,206,115,"Exon (FBtr0080580/FBgn0051814, exon 5 of 13)",1,13708215,13710583,2369,1,"FBgn0028848","FBtr0305567",-18242,"34776","Gpo3","Glycerophosphate oxidase 3"
"143","chr2L",13834930,13835515,586,"*","ENCFF515LPH_peak_660",69,".",1.94412,9.06375,6.96611,372,"chr2L",13834933,13835586,"ENCFF708WHR_peak_296",188,".",3.01893,21.6465,18.8935,389,582,"Promoter (<=1kb)",1,13834250,13835072,823,2,"FBgn0260407","FBtr0080566",0,"318977","mRpS23","mitochondrial ribosomal protein S23"
"144","chr2L",13862341,13862945,605,"*","ENCFF515LPH_peak_662",48,".",2.25258,6.80187,4.88027,168,"chr2L",13862294,13862997,"ENCFF708WHR_peak_298",76,".",2.72168,9.85723,7.68059,179,605,"Intron (FBtr0080546/FBgn0028509, intron 1 of 7)",1,13865992,13866690,699,2,"FBgn0266142","FBtr0343670",3745,"19835034","lncRNA:CR44848","long non-coding RNA:CR44848"
"145","chr2L",13904376,13904709,334,"*","ENCFF515LPH_peak_667",32,".",1.7089,4.96796,3.25861,237,"chr2L",13904308,13904698,"ENCFF708WHR_peak_299",49,".",2.08229,6.89215,4.92689,109,323,"Promoter (<=1kb)",1,13898828,13904476,5649,2,"FBgn0019890","FBtr0080562",0,"34804","Smg5","Smg5 nonsense mediated mRNA decay factor"
